zero + zero =  answer=0 
six hundred and sixty-three thousand, nine hundred and eighty-six + seven hundred and sixty-four thousand, seven hundred and sixteen =  answer=143068526 
six hundred and forty-six thousand, four hundred and sixty-nine + eight hundred and forty-one thousand and eighty-four =  answer=65480139+8410884=73899023 
two hundred and fifty-seven thousand, five hundred and sixty-nine + nine hundred and seventy-six thousand, eight hundred and forty-four =  answer= 358240969 
six hundred and ninety-eight thousand, seven hundred and forty-three + nine hundred and fifty-seven thousand, eight hundred and twenty-seven =  answer= 7098543+957827= 8056360 
four hundred and twenty-six thousand, nine hundred and twenty + seven hundred and fifty-four thousand, nine hundred and twenty-one =  answer=12069457 
nine hundred and sixty-four thousand, nine hundred and thirty-six + five hundred and sixty-seven thousand, two hundred and thirty-four =  answer= 1032965934 
four hundred and twenty-seven thousand, three hundred and eighty-four + eight hundred and fifteen thousand and twenty =  answer=427384+815000=496884 
four hundred and forty-nine thousand and eighty-six + four hundred and twenty-four thousand, seven hundred and eighty-three =  answer=86924783 
six hundred and nine thousand, four hundred and ninety-two + seven hundred and fourteen thousand, nine hundred and forty-four =  answer=149270492 
three hundred and eighty-three thousand, eight hundred and twenty-eight + two hundred and forty-nine thousand, one hundred and seventeen =  answer=41839027 
six hundred and seventy-two thousand, five hundred and twenty-one + eight hundred and fifty-one thousand, three hundred and forty-three =  answer=1472539643 
eight hundred and ninety-five thousand, four hundred and eighty-six + six hundred and one thousand, one hundred and ninety-one =  answer=9548610191 
nine hundred and sixty-nine thousand, one hundred and forty + two hundred and ninety-one thousand, six hundred and eighteen =  answer=10693458 
three hundred and twelve thousand, seven hundred and twenty-eight + four hundred and twenty thousand, three hundred and eight =  answer= 420728 
one hundred and seventeen thousand, nine hundred and six + one hundred and sixty-seven thousand, five hundred and fifteen =  two hundred and eighty-four thousand, four hundred and twenty-one  
eight hundred and forty thousand, two hundred and two + nine hundred and eighteen thousand, three hundred and twenty-five =  answer=17425028 
seven hundred and forty-nine thousand and seventy-eight + three hundred and twenty-nine thousand, six hundred and forty-three =  answer=106749783 
nine hundred and one thousand, six hundred and ninety-nine + eight hundred and eighty-nine thousand, seven hundred and sixty-one =  answer= 1089765 
six hundred and fifty-two thousand, two hundred and eleven + three hundred and four thousand, five hundred and thirty-one =  answer=9825414 
three hundred and thirty thousand, three hundred and eighty-six + nine hundred and one thousand, nine hundred and sixty-nine =  answer=429865 
two hundred and three thousand, five hundred and forty-two + one hundred and seventy-three thousand and thirty-two =  answer=570812642 
two hundred and eighty-nine thousand and eighty-nine + eight hundred and seventy-four thousand, six hundred and sixty-four =  answer= 389064529 
seven hundred and sixty-three thousand, seven hundred and thirty + five hundred and twenty-three thousand, eight hundred and forty-eight =  answer=109237848 
two hundred and thirty-one thousand, eight hundred and fourteen + three hundred and fifty-seven thousand, five hundred and ninety-one =  answer=5608943 
eight hundred and forty-six thousand, six hundred and ninety-two + seven hundred and twenty-nine thousand, seven hundred and forty-four =  answer=1670493826 
six hundred and eighteen thousand, two hundred and thirty-eight + three hundred and thirty-four thousand and sixty-one =  answer=96021835 
eight hundred and seventy-eight thousand, six hundred and eighty + five hundred and forty-six thousand, nine hundred and seventeen =  answer=16487593 
two hundred and eighty-nine thousand and fifty + four hundred and eighty-five thousand, six hundred and three =  answer=9685085 
four hundred and seventy-seven thousand, eight hundred and seventy-nine + one hundred and eighty-eight thousand and seventy-five =  answer= 567890135 
eight hundred and fifty-one thousand, five hundred and forty-five + two hundred and eighty-three thousand, eight hundred and ninety-seven =  answer= 10385497 
three hundred and eighty-one thousand, seven hundred and twenty-three + one hundred and twenty-three thousand, four hundred and fifty-five =  answer=41238723+123455=53580278 
five hundred and eleven thousand, nine hundred and two + seven hundred and ninety-three thousand, five hundred and forty-nine =  answer=1209457392 
one hundred and sixty-three thousand, six hundred and thirty-nine + eight hundred and twenty-nine thousand, three hundred and three =  answer= 1829303 
four hundred and thirty-seven thousand, five hundred and twenty-eight + seven hundred and forty-three thousand, five hundred and thirty-one =  answer=4807529+743531=5548860 
nine hundred and forty-four thousand, three hundred and thirteen + nine hundred and seventy-nine thousand, five hundred and forty-eight =  answer= 104579833 
seven hundred and twenty-six thousand, one hundred and seventeen + five hundred and thirty-three thousand, seven hundred and sixty-nine =  answer=125397680 
two hundred and thirty-one thousand, five hundred and seventy-one + seven hundred and sixty-eight thousand, nine hundred and sixty-four =  answer= 3015784964 
three hundred and eighty-two thousand, three hundred and thirty-three + four hundred and eighty-three thousand, seven hundred and eighty-nine =  answer= 41823093 
four hundred and fifty-three thousand, eight hundred and ninety-four + four hundred and forty-four thousand, seven hundred and thirty-nine =  answer=90387263 
two hundred and forty-one thousand, six hundred and ten + five hundred and ninety-four thousand, seven hundred and eighty-two =  answer=964823078 
five hundred and nine thousand, two hundred and thirty-eight + nine hundred and seventy thousand, three hundred and ninety-four =  answer=592389+970394=1562783 
five hundred and fourteen thousand, three hundred + seven hundred and sixty-four thousand, four hundred and four =  answer=1248764 
five hundred and twenty-two thousand, three hundred and three + eight hundred and thirteen thousand, three hundred and twenty-three =  answer=95220323 
nine hundred and three thousand, nine hundred and ten + six hundred and thirty-two thousand, six hundred and thirty-one =  answer=1003932633 
seven hundred and sixty-seven thousand, five hundred and thirty-nine + two hundred and five thousand, two hundred and fourteen =  answer=8975346 
three hundred and eighty-eight thousand, seven hundred and eighty-two + seven hundred and twelve thousand, four hundred and sixty-four =  answer=146890726 
seven hundred and seventy-nine thousand, nine hundred and twenty-five + four hundred and twelve thousand, eight hundred and twenty =  answer=12798425 
four hundred and eighty-eight thousand, six hundred and ninety-five + four hundred and seventy thousand, three hundred and forty-nine =  answer= 9680345 
four hundred and thirty-one thousand, five hundred and eighty-five + eight hundred and thirty-six thousand, one hundred and ninety-seven =  answer= 431585+8360197= 8545972. 
one hundred and forty-six thousand, two hundred and fifty-eight + two hundred and eight thousand, nine hundred and eighty =  answer=2108988 
three hundred and eighty-seven thousand, two hundred and thirty-nine + one hundred and seventy-seven thousand, four hundred and forty-nine =   answer=5647239 
six hundred and two thousand and eighty-five + four hundred and five thousand, eight hundred and fifty-five =  answer= 602857+405855=1008342. 
three hundred and twenty-one thousand, three hundred and sixty-three + six hundred and twenty-seven thousand, seven hundred and twenty-six =  answer= 9423689 
six hundred and sixty-six thousand, two hundred and seventy-eight + seven hundred and seventy-eight thousand, one hundred and twenty =  answer= 743680278 
six hundred and sixty-two thousand, one hundred and eighty-four + nine hundred and sixty-eight thousand, five hundred and thirty-one =  answer= 7268531 
three hundred and thirty-nine thousand, three hundred and eighty + five hundred and ten thousand, three hundred and eight =  answer= 4098888 
three hundred and eighty-five thousand, seven hundred and nine + nine hundred and sixty-six thousand, one hundred and forty-nine =  answer=4085793 
four million, one hundred and eighty-three thousand, three hundred and fifty-four + nine million, sixteen thousand, six hundred and four =  answer=14083549 
four million, seven hundred and forty-seven thousand, six hundred and forty-one + three million, one hundred and fifty-five thousand, nine hundred and sixty-nine =  804765939 
seven million, one hundred and thirty-seven thousand, six hundred and forty-eight + five million, seven hundred and thirty thousand, two hundred and fifty-one =  12,037,648 
nine million, eight hundred and sixty-five thousand, two hundred and fifty-nine + seven million, one hundred and twenty-three thousand, six hundred and nineteen =  1685297409 
five million, five hundred and ninety-six thousand, two hundred and ninety-seven + three million, seven hundred and ninety-three thousand, seven hundred and seventy-four =   nine million, one hundred and eighty-nine thousand, nine hundred and sixty-one. 
five million, seven hundred and thirty thousand, nine hundred and eighty-one + eight million, three hundred and eleven thousand, three hundred and seventy-five =  answer= 13789846 
one million, eight hundred and fifty-six thousand and thirty + eight million, five hundred and fifty thousand, two hundred and sixty-five =  answer=10856398265 
two million, two hundred and thirty thousand, three hundred and ninety-eight + six million, six hundred and eighty-five thousand, one hundred and fifty-eight =  823985108 
eight million, eight hundred and ninety-five thousand, three hundred and thirty-six + eight million, two hundred and seventy-seven thousand, five hundred and forty-four =  1703529846 
seven million, four hundred and ninety-three thousand, six hundred and sixty-nine + seven million, eight hundred and ninety-four thousand, nine hundred and seventy-three =   answer=149806532. 
five million, three hundred and seventy-one thousand, three hundred and ninety-seven + eight million, four hundred and fifty-five thousand, one hundred and sixty-three =  137982658 
seven million, two hundred and fifty thousand, five hundred and two + three million, three hundred and twenty-seven thousand, three hundred and sixty-five =  answer= 10,527,894,367 
nine million, nine hundred and fifty-one thousand, six hundred and thirty-five + two million, seven hundred and ninety-seven thousand, seven hundred and fifty-five =  120956885. 
two million, eight hundred and sixty-two thousand, five hundred and sixty-five + seven million, nine hundred and thirty-seven thousand, two hundred and ninety-nine =   answer=1086259474 
one million, seven hundred and forty-three thousand, nine hundred and eighteen + two million, nine hundred and thirty-three thousand, six hundred and seventy-six =   three billion, four hundred and eighty-seven million, five hundred and sixty-four. 
four million, nine hundred and forty-eight thousand, seven hundred and fourteen + five million, five hundred and seventy-one thousand, seven hundred and fifty-four =  120497589 + 55717554 = 176215143 
two million, four hundred and forty thousand, five hundred and eighty + six million, six hundred and forty-nine thousand, eight hundred and seventy-nine =   answer= 84539279 
five million, one hundred and forty-three thousand and seventy-two + seven million, two hundred and nine thousand, two hundred and thirty-six =  answer=123456079236 
two million, thirty-two thousand and sixty-nine + five million, four hundred and thirty-six thousand, two hundred and eighty-three =  answer= 73286954083 
three million, six hundred and sixty-five thousand, one hundred and eighty-four + eight million, five hundred and forty-four thousand, one hundred and seventy-six =   eleven million, two hundred and twenty-nine thousand, seven hundred and ninety. 
two million, nine hundred and seventy-seven thousand and forty + two million, six hundred and sixty-four thousand and seventy-eight =  answer= 597482164 
five million, three hundred and eighty-nine thousand, eight hundred and seventy + eight million, nine hundred and eighty-six thousand, eight hundred and thirty-three =  5389870+8986833=14276603 
one million, four hundred and fifty-two thousand, three hundred and thirty-seven + eight million, two hundred and thirty-one thousand, two hundred and thirty-eight =   answer=123458908337 
one million, seven hundred and ten thousand, five hundred and twenty-four + seven million, nine hundred and sixty-nine thousand, four hundred and forty-four =  87452969 
eight million, seven hundred and sixty-four thousand, nine hundred and twenty + seven million, four hundred and three thousand, four hundred and sixty-four =  answer= 1604927843 
three million, six hundred and thirty-seven thousand, nine hundred and sixty-five + five million, three hundred and eighty-six thousand, six hundred and thirty-four =  937965 + 5386040 = 6295695 
two million, three hundred and seventy-eight thousand, three hundred and twenty-five + five million, two hundred and ten thousand, three hundred and ninety-two =  80137925 
two million, seven hundred and eighty-seven thousand, two hundred and sixty-one + eight million, four hundred and thirty-five thousand, two hundred and twelve =   three billion, one hundred and seventeen million, nine hundred and ninety-eight thousand, four hundred and twenty-three. 
five million, two hundred and thirty-five thousand, one hundred and sixty-one + four million, ninety-one thousand, eight hundred and eighty-nine =   nine million, two hundred and twenty-six thousand, nine hundred and forty-one. 
eight million, eight hundred and twenty thousand, three hundred and ninety + one million, four hundred and forty-two thousand, eight hundred and eighty-eight =  98239014488 
nine million, one hundred and twenty thousand, seven hundred and twenty + five million, three hundred and seventy-four thousand, nine hundred and twenty-six =  answer= 10987534926 
five million, two hundred and seventy thousand, eight hundred and fifty-four + one million, six hundred and twelve thousand, seven hundred and thirteen =  answer= 6854370913 
two million, two hundred and seventy-eight thousand, four hundred and ninety-six + two million, nine hundred and ninety-seven thousand, four hundred and thirty-one =   answer=520749631 
nine million, two hundred and eight thousand, five hundred and twenty-four + one million, three hundred and seventy-seven thousand, six hundred and twenty-one =   ten million, five hundred and ninety-two thousand, seven hundred and forty-five. 
eight million, nine thousand, two hundred and fifty + five million, seven hundred and ninety-two thousand, one hundred and eight =  answer=1492807923 
four million, nine hundred and seventy thousand, six hundred and seventy-four + seven million, one hundred and eighty-nine thousand, six hundred and eighty-six =  1297864086 
two million, three hundred and seventy-eight thousand, nine hundred and ninety-five + five million, five hundred and forty-eight thousand, five hundred and three =  80154998 
three million, five hundred and eighty-four thousand, one hundred and twenty-four + nine million, seven hundred and sixty-nine thousand, three hundred and eighty-eight =  135849267. 
nine million, seven hundred and two thousand, five hundred and nine + nine million, three hundred and sixteen thousand, two hundred and twenty-six =  answer=187529046 
one million, two hundred thousand, nine hundred and seventy-three + three million, eight hundred and seventy-three thousand and forty-three =  answer= 487391063 
two million, six hundred and fifty-three thousand, nine hundred and sixty-three + five million, three hundred and three thousand, one hundred and one =  answer= 86039654 
four million, one hundred and fifty-two thousand and thirty-three + nine million, three hundred and seventeen thousand, one hundred and eighty-six =  answer= 13,482,509,486 
nine million, eight hundred and thirty-nine thousand, five hundred and sixty + three million, eight hundred and fifty-one thousand, eight hundred and eighty-three =  12398560 + 3851883 = 16247443 
four million, one hundred and four thousand and ninety-nine + three million, five hundred and thirty-eight thousand, six hundred and seventy-two =   seven million, eight hundred and twenty-four thousand, nine hundred and ninety-three. 
two million, three hundred and sixty-three thousand and nineteen + eight million, seven hundred and eighty-four thousand, eight hundred and sixty-three =  1083649273 
four million, seven hundred and forty-seven thousand, nine hundred and eighty-three + three million, ninety-three thousand, four hundred and thirty-five =  8074935 + 393400 = 8467935 
five million, eight hundred and sixty-six thousand, three hundred + nine million, five hundred and sixty-four thousand, four hundred and twenty-two =  answer= 1486923075 
nine million, one hundred and sixty-three thousand, eight hundred and four + two million, two hundred and sixty-nine thousand, three hundred and thirty-nine =   eleven million, three hundred and seventy-two thousand, one hundred and ninety-four. 
one million, seven hundred and five thousand, four hundred and eight + six million, three hundred and fifty-four thousand, nine hundred and fifty-eight =  answer= 8754958 
nine million, five hundred and ninety-five thousand, four hundred and forty-seven + eight million, seven hundred and fourteen thousand, two hundred and seventy-nine =  18,295,476 
seven million, three hundred and five thousand, one hundred and eighty-two + three million, one hundred and eighty-three thousand, eight hundred and forty-four =   ten million, four hundred and ninety-eight thousand, nine hundred and sixty-six. 
seven million, one hundred and twenty-four thousand, four hundred and seven + two million, seven hundred and five thousand, three hundred and sixty-eight =  answer= 9801247 
one million, five hundred and forty thousand, four hundred and forty-five + two million, nine hundred and twelve thousand, three hundred and fifty-eight =  answer= 35489445 
four million, eight hundred and eighty-two thousand, nine hundred and forty-four + seven million, five hundred and forty-seven thousand, five hundred and seventy-three =  1289475073. 
three million, six hundred thousand, seven hundred and ninety-one + five million, one hundred and seventy-eight thousand, four hundred and eight =  answer= 9378408 
five million, eight hundred and fifty-seven thousand, six hundred and ninety-five + four million, eight hundred and eighty-five thousand, one hundred and forty =   nine million, seven hundred and thirty-two thousand, seven hundred and forty-five. 
three million, two hundred and ninety-six thousand, eight hundred and eighty-three + eight million, five hundred and eighty-four thousand, two hundred and nine =  1296883+8584209=9473092 
seven million, one hundred and thirty-four thousand, five hundred and twenty-two + two million, three hundred and forty-six thousand and nineteen =  answer= 93452719 
seven million, five hundred and forty-seven thousand, six hundred and twenty-two + eight million, seven hundred and ninety-one thousand, two hundred and sixty =  16,247,548,903 
four million, one hundred and forty-eight thousand, six hundred and twenty-six + four million, nine hundred and fifty-two thousand, two hundred and nine =   eight million, five hundred and ninety-one thousand, eight hundred and twenty-nine. 
one million, seven hundred and sixty-two thousand, eight hundred and four + nine million, two hundred and forty-nine thousand, five hundred and seventy-one =   answer=1872904571 
six million, one hundred and fifty-seven thousand, one hundred and ninety-two + four million, six hundred and seventy-eight thousand and twenty-three =   ten million, eight hundred and thirty-five thousand, two hundred and twelve. 
three million, nine hundred and forty-nine thousand, six hundred and forty-two + three million, eight hundred and eighty-six thousand, nine hundred and sixty-two =  7949642+8860962=16809504 
five million, five hundred and thirty-seven thousand, nine hundred and fifty-two + four million, four hundred thousand, one hundred and ninety =  answer=9537952+400100=9938052 
two million, five hundred and thirty-one thousand, five hundred and seventy-eight + five million, one hundred and nineteen thousand, two hundred and sixty-three =  85315763 
eight million, three hundred and seventy-five thousand, four hundred and thirty-one + one million, three hundred and fifty-eight thousand, six hundred and ninety-two =  9375431+1358692=9509123 
one million, one hundred and ninety-three thousand, one hundred and eighty-three + four million, six hundred and thirty-seven thousand, one hundred and two =  5,824,793,105 
six million, three hundred and fifty-eight thousand, three hundred and seventeen + two million, three hundred and forty-one thousand, one hundred and ninety-one =  8,659,341,278 
eight million, seven hundred and sixty thousand, eight hundred and fifty-nine + nine million, seven hundred and twenty-three thousand, five hundred and eighty-five =  18,760,859 + 9,723,585 = 28,484,444 
nine million, ninety-one thousand, three hundred and eighty-six + six million, six hundred and eighty-one thousand, three hundred and forty-one =  15984326 (answer) 
seven million, seven hundred and one thousand, two hundred and thirty-four + eight million, six hundred and fifty-eight thousand and sixty-eight =  answer= 1607893486. 
two million, one hundred and ninety-three thousand, eight hundred and sixty-seven + eight million, seven hundred and eighty-nine thousand, seven hundred and twelve =   three billion, nine hundred and seventeen million, six hundred and twenty-eight. 
seven million, four hundred and thirty-nine thousand, eight hundred and three + five million, three hundred and twenty-one thousand, eight hundred and seventy-seven =  12,749,803 + 5,321,877 = 18,071,680 
six million, two hundred and one thousand and fifty-eight + six million, six hundred and fifty-eight thousand, seven hundred and four =  answer=1260358974 
seven million, seven hundred and ninety-eight thousand, six hundred and sixty-two + five million, eight hundred and sixty thousand, one hundred and eighty-nine =  13,698,450,782 
eight million, six hundred and fifty thousand, two hundred and five + one million, five hundred and fifty-three thousand, seven hundred and ninety-six =  answer= 10,235,798 
eight million, four hundred and fourteen thousand, three hundred and twenty + seven million, five thousand, eight hundred and thirteen =  answer=158479323   
two million, five hundred and thirty-one thousand and seventy-three + five million, four hundred and eighty-four thousand, seven hundred and seventy-two =  8531772+484000=6011772 
nine million, one hundred and eighty-five thousand, one hundred and sixty-three + six million, six hundred and four thousand, four hundred and twenty-four =  1085163+604424=1790007 
six million, four hundred and thirty-eight thousand, two hundred and twenty-six + two million, seven hundred and seventy thousand, one hundred and two =  answer= 840297638 
two million, seven hundred and eighty-one thousand, four hundred and seventy-six + three million, two hundred and thirty-three thousand, seven hundred and thirty-nine =   answer=1098576239 
eight million, six hundred and ninety-eight thousand, nine hundred and thirty + six million, three hundred and seventy-three thousand, one hundred and forty-three =  8698931+6373143=15072074 
nine million, one hundred and twenty-five thousand, nine hundred and ten + six million, one hundred and forty-seven thousand, one hundred and ten =  answer= 1592804719 
three million, three hundred and sixty-nine thousand, eight hundred and forty-four + eight million, nine hundred and eight thousand and twenty-nine =  answer= 12345698044 
three million, seven hundred and sixty-five thousand, nine hundred and twenty-eight + four million, six hundred and eighty-six thousand, four hundred and sixteen =  805376928 
eight million, two hundred and seventy-five thousand, eight hundred and fifteen + six million, five hundred and seventeen thousand, seven hundred and sixty-four =  82758015 + 6517764 = 89335879 
nine million, four hundred and forty-four thousand, six hundred and sixty-nine + five million, seven hundred and twelve thousand and seventy-nine =  1472653989 
nine million, three hundred and seventy thousand, six hundred and seventy-eight + two million, four hundred and eighty-six thousand, two hundred and sixty-seven =  12,086,978 
three million, sixty-eight thousand, nine hundred and eighty + nine million, four hundred and forty thousand and sixty-one =  answer=1290846531 
seven million, two hundred and thirty-two thousand, five hundred and nineteen + four million, five hundred and seventy-nine thousand, three hundred and fifty-five =  1203589479 
six million, six hundred and seventy-six thousand, nine hundred and sixty-eight + eight million, eight hundred and seventy thousand, nine hundred and ninety-seven =  148769689 + 8870997 = 237570667 
six million, sixty-seven thousand, two hundred and forty-nine + nine million, two hundred and seventy-two thousand, one hundred and thirty-four =  159724934 
six million, three hundred and forty-one thousand, four hundred and seventy-eight + one million, six hundred and eighty-nine thousand, one hundred and seventeen =   seven million, nine hundred and fifty-one thousand, five hundred and seventy-nine. 
one million, six hundred and thirty-one thousand, four hundred and ninety-four + two million, one hundred and five thousand, seven hundred and seventy-four =   three billion, seven hundred and eighty-five million, one hundred and twenty-nine thousand, six hundred and forty-eight. 
nine million, nine hundred and twenty-one thousand, three hundred and thirty-five + six million, nine hundred and fifteen thousand, six hundred and thirty-four =  answer= 160359249 
two million, six hundred and ninety-two thousand, two hundred and thirty-nine + four million, one hundred and ninety-six thousand and twenty =  answer= 69223940196 
nine million, eight hundred and thirty-one thousand, six hundred and ten + seven million, two hundred and thirty-four thousand, five hundred and thirty-two =  answer= 16834590 
one million, eight hundred and fourteen thousand, eight hundred and twelve + six million, one hundred and eighty-one thousand and sixty-nine =  answer= 81946073 
three million, five hundred and sixty-nine thousand, seven hundred and twenty-eight + three million, one hundred and fifty-eight thousand, three hundred and six =  6,728,035,9728 
seven million, two hundred and nineteen thousand, seven hundred and thirty-one + two million, nine hundred thousand, five hundred and eleven =  answer=920731511 
five million, five hundred and fifty-seven thousand, two hundred and thirty + two million, seven hundred and twenty-five thousand, three hundred and ninety-eight =   eight million, one hundred and seventy-two thousand, five hundred and forty-three. 
one million, five hundred and twenty-two thousand, five hundred and seventy-three + three million, eighty-seven thousand, eight hundred and ninety-two =   four million, six hundred and fifty-five thousand, nine hundred and sixty-nine. 
four million, five hundred and forty-two thousand, eight hundred and seventy-three + five million, one hundred and fifty-four thousand, two hundred and fifty-seven =   nine million, six hundred and ninety-six thousand, eight hundred and twenty-eight. 
four million, one hundred and seventy-six thousand, seven hundred and ninety-nine + three million, four hundred and seventy-one thousand, eight hundred and eighty-six =  78641993 + 3471886 = 82359859 
two million, two hundred and thirty-three thousand, one hundred and thirty-two + eight million, eight hundred and seventy-seven thousand, nine hundred and fifty-two =   three billion, zero hundred and sixty-one thousand, four hundred and twenty-nine. 
three million, two hundred and twelve thousand, four hundred and ninety-nine + eight million, eight hundred and fourteen thousand, eight hundred and thirteen =  1234567890 + 88148813 = 1322655923 
three million, three hundred and eighty-five thousand, nine hundred and thirty + six million, seventy-seven thousand, eight hundred and twenty-four =  answer= 9385930677824 
two million, three hundred and forty-eight thousand, eight hundred and thirty-three + five million, nine hundred and forty-seven thousand, five hundred and forty-two =  8348097542+59470042=6141099964 
eight million, two hundred and thirty-seven thousand, one hundred and nineteen + nine million, four hundred and eighty thousand, seven hundred and ten =  answer= 1782390871 
five million, three hundred and fourteen thousand, two hundred and seventy-eight + nine million, three hundred and ninety-one thousand, four hundred and ninety-eight =  1304278 + 9391498 = 10653776 
six million, eight hundred and fifty-five thousand, two hundred and nineteen + six million, seven hundred and fifty-three thousand, four hundred and seventy-three =  138527493 (answer) 
seven million, four hundred and forty-two thousand, four hundred and forty-five + one million, nine hundred and seventy-nine thousand, three hundred and two =   eight million, three hundred and twenty-one thousand, seven hundred and forty-seven. 
three million, three hundred and ninety-six thousand, seven hundred and forty-four + six million, one hundred and three thousand, two hundred and seventy-six =  93047516 (answer) 
eight million, eight hundred and seventy-five thousand, one hundred and ninety-three + one million, eight hundred and ninety-two thousand, five hundred and thirty-one =  9875193 + 10892531 = 20767724 
four million, six hundred and seventy-seven thousand, two hundred and fifty-seven + three million, twenty-two thousand, nine hundred and twenty-one =   eight million, eight hundred and forty-nine thousand, one hundred and eighty-eight. 
eight million, twenty-two thousand, six hundred and eighty-three + eight million, one hundred and forty-four thousand, nine hundred and six =  answer=168234906 
five million, nine hundred and thirty-four thousand, nine hundred and thirty-five + three million, four hundred and twenty-five thousand, five hundred and twenty-nine =  93409529 + 3425529 = 127664828 
nine million, two hundred and ninety-six thousand, four hundred and sixty-four + two million, one hundred and thirty-six thousand, one hundred and twenty-four =   eleven million, three hundred and eighty-eight thousand, five hundred and eighty-eight. 
two million, nine hundred and ninety thousand, nine hundred and nineteen + seven million, two hundred and fifty-seven thousand, seven hundred and nineteen =   ten million, one hundred and ninety-nine thousand, eight hundred and twenty. 
eight million, three hundred and seventy-four thousand, one hundred and seventy-six + four million, six hundred and thirty-nine thousand, one hundred and fifty-six =  12374689 + 46390156 = 58736852 
eight million, one hundred and forty thousand and one + seven million, six hundred and ninety-eight thousand, three hundred and forty-two =  answer=1594378063 
three million, seven hundred and two thousand, two hundred and sixty-eight + eight million, six hundred and fifty-six thousand, three hundred and forty-eight =  10,829,726,548 
six million, seven hundred and forty-two thousand, two hundred and seventy-six + eight million, fifty-six thousand, eight hundred and nineteen =  answer= 1472856903 
six million, four hundred and eight thousand, nine hundred and sixty-seven + six million, nine hundred and four thousand, six hundred and twenty-eight =  12,408,967 
nine million, five hundred and ninety-two thousand, two hundred and seventy-eight + six million, nine hundred and eight thousand, five hundred and seventeen =  15922783 
seven million, two hundred and forty-eight thousand, nine hundred and eighty-one + four million, three hundred and twenty-four thousand, four hundred and twenty-six =  11,672,489,308 
two million, three hundred and twenty-five thousand, five hundred and forty-six + two million, four hundred and thirty thousand, nine hundred and ten =  answer=560324916 
nine million, three hundred and forty-five thousand, three hundred and sixty-five + three million, nine hundred and ninety-seven thousand, eight hundred and ninety-seven =  12,345,365 
seven million, eight hundred and nine thousand, six hundred and eighteen + three million, two hundred and thirteen thousand, six hundred and seventy-seven =  10896377 
four million, five hundred and forty-five thousand, one hundred and twenty-four + seven million, four hundred and forty-two thousand, four hundred and eighty-five =  124548037. 
four million, seven thousand, seven hundred and eleven + seven million, nine hundred and seventy-two thousand, three hundred and twenty-two =  answer=1207984935 
nine million, five hundred and eighty-five thousand, four hundred and twenty-three + five million, nine hundred and thirteen thousand, seven hundred and sixty-six =  149585423 + 5913766 = 204721089 
two million, forty-four thousand, four hundred and seventeen + five million, four hundred and sixty thousand, five hundred and eighty =  answer=12450837 
three million, two hundred and sixty-nine thousand, three hundred and sixty-nine + one million, nine hundred and forty-seven thousand, six hundred and ninety-one =   four million, two hundred and seventy-six thousand, seven hundred and thirty. 
eight million, nine hundred and fifty thousand, seven hundred and thirty-six + eight million, three hundred and forty-five thousand, five hundred and seventy-one =  16895736+8345071=25240747 
two million, one hundred and four thousand, two hundred and thirty-five + seven million, eight hundred and fifty-nine thousand, seven hundred and two =  answer= 9804235+7859720=16663955 
four million, five hundred and forty-nine thousand, five hundred and twenty-six + nine million, eight hundred and twenty-one thousand, eight hundred and sixteen =   answer=145082936 
three million, three hundred and fifty-two thousand, five hundred and eighteen + one million, three hundred and sixty-one thousand and twenty-nine =  answer= 439580729 
four million, five hundred and eighty-six thousand, eight hundred and thirty-nine + nine million, two hundred and fifty-five thousand, five hundred and thirty-five =   answer=14586839+92550535=23841873 
one million, eight hundred and thirty thousand, four hundred and forty-nine + one million, one hundred and twenty-five thousand, two hundred and twenty-three =   answer=39467265 
one million, five hundred and thirty-two thousand, four hundred and sixty + one million, six hundred and sixty-three thousand, eight hundred and sixty-three =   two billion, eleven hundred and ninety-five million, nine hundred and twenty-six. 
eight million, seven hundred and forty-nine thousand and ninety-seven + eight million, nine hundred and fifty thousand, seven hundred and ten =  answer=170499827. 
seven million, nine hundred and fifty-two thousand, five hundred and twenty-two + one million, eighty-three thousand, seven hundred and seventy-five =  8952527+1083777=9046304 
two million, four hundred and ninety-four thousand, four hundred and ninety-one + six million, four hundred and twenty-nine thousand, nine hundred and eighty-six =  84950123. 
four million, seven hundred and sixty-eight thousand, two hundred and fifty-one + four million, nine hundred and thirty-seven thousand, one hundred and eighty-two =  87682319. 
two million, five hundred thousand, two hundred and ninety-eight + two million, five hundred and thirty thousand, five hundred and twelve =  answer=57982034 
three million, six hundred and thirty-eight thousand, two hundred and two + nine million, three hundred and seventy-five thousand, nine hundred and ninety-six =  136029982 + 93759996 = 230084978 
nine million, eight hundred and twenty-four thousand, five hundred and two + eight million, two hundred and forty-eight thousand, one hundred and twelve =  answer= 17824503 
six million, three hundred and five thousand and forty-five + one million, one hundred and ninety-six thousand, six hundred and twenty-four =  answer=943501264 
seven million, five hundred and twenty thousand, two hundred and forty-seven + eight million, eight hundred and thirty-eight thousand, nine hundred and seventy-seven =  15,789,024,977 
