a,b,div_4,div_8,div_12
-710,259,-2.7413,-2.74131274,-2.741312741313
952,-152,-6.2632,-6.26315789,-6.263157894737
-152,952,-0.1597,-0.15966387,-0.159663865546
795,-653,-1.2175,-1.21745789,-1.217457886677
-653,795,-0.8214,-0.82138365,-0.821383647799
-341,570,-0.5982,-0.59824561,-0.598245614035
570,-341,-1.6716,-1.67155425,-1.671554252199
-215,800,-0.2687,-0.26875,-0.26875
800,-215,-3.7209,-3.72093023,-3.720930232558
-684,535,-1.2785,-1.27850467,-1.278504672897
535,-684,-0.7822,-0.78216374,-0.78216374269
784,-150,-5.2267,-5.22666667,-5.226666666667
-150,784,-0.1913,-0.19132653,-0.191326530612
-914,-251,3.6414,3.64143426,3.641434262948
-251,-914,0.2746,0.27461707,0.274617067834
-968,870,-1.1126,-1.11264368,-1.112643678161
870,-968,-0.8988,-0.89876033,-0.898760330579
168,-586,-0.2867,-0.28668942,-0.286689419795
-586,168,-3.4881,-3.48809524,-3.488095238095
122,-949,-0.1286,-0.12855638,-0.128556375132
-949,122,-7.7787,-7.77868852,-7.77868852459
-802,-960,0.8354,0.83541667,0.835416666667
-960,-802,1.197,1.19700748,1.197007481297
-752,482,-1.5602,-1.56016598,-1.560165975104
482,-752,-0.641,-0.64095745,-0.640957446809
-937,267,-3.5094,-3.5093633,-3.50936329588
267,-937,-0.285,-0.28495197,-0.284951974386
-343,777,-0.4414,-0.44144144,-0.441441441441
777,-343,-2.2653,-2.26530612,-2.265306122449
-846,125,-6.768,-6.768,-6.768
125,-846,-0.1478,-0.14775414,-0.147754137116
-611,313,-1.9521,-1.95207668,-1.952076677316
313,-611,-0.5123,-0.51227496,-0.512274959083
-994,-987,1.0071,1.0070922,1.007092198582
-987,-994,0.993,0.99295775,0.992957746479
435,-159,-2.7358,-2.73584906,-2.735849056604
-159,435,-0.3655,-0.36551724,-0.365517241379
429,-209,-2.0526,-2.05263158,-2.052631578947
-209,429,-0.4872,-0.48717949,-0.487179487179
597,-162,-3.6852,-3.68518519,-3.685185185185
-162,597,-0.2714,-0.27135678,-0.27135678392
-273,218,-1.2523,-1.25229358,-1.252293577982
218,-273,-0.7985,-0.7985348,-0.798534798535
463,-658,-0.7036,-0.70364742,-0.703647416413
-658,463,-1.4212,-1.42116631,-1.421166306695
454,-533,-0.8518,-0.85178236,-0.851782363977
-533,454,-1.174,-1.17400881,-1.174008810573
487,-114,-4.2719,-4.27192982,-4.271929824561
-114,487,-0.2341,-0.23408624,-0.2340862423
-106,-886,0.1196,0.11963883,0.119638826185
-886,-106,8.3585,8.35849057,8.358490566038
-558,-796,0.701,0.70100503,0.701005025126
-796,-558,1.4265,1.4265233,1.426523297491
-737,853,-0.864,-0.86400938,-0.864009378664
853,-737,-1.1574,-1.15739484,-1.157394843962
307,-209,-1.4689,-1.46889952,-1.468899521531
-209,307,-0.6808,-0.68078176,-0.680781758958
-221,428,-0.5164,-0.51635514,-0.516355140187
428,-221,-1.9367,-1.93665158,-1.93665158371
-472,725,-0.651,-0.65103448,-0.651034482759
725,-472,-1.536,-1.53601695,-1.536016949153
-223,-740,0.3014,0.30135135,0.301351351351
-740,-223,3.3184,3.31838565,3.318385650224
-435,748,-0.5816,-0.5815508,-0.581550802139
748,-435,-1.7195,-1.71954023,-1.719540229885
599,-841,-0.7122,-0.71224732,-0.712247324614
-841,599,-1.404,-1.40400668,-1.404006677796
-118,-451,0.2616,0.2616408,0.261640798226
-451,-118,3.822,3.8220339,3.822033898305
560,-129,-4.3411,-4.34108527,-4.341085271318
-129,560,-0.2304,-0.23035714,-0.230357142857
-777,940,-0.8266,-0.82659574,-0.826595744681
940,-777,-1.2098,-1.20978121,-1.209781209781
-175,835,-0.2096,-0.20958084,-0.209580838323
835,-175,-4.7714,-4.77142857,-4.771428571429
791,-923,-0.857,-0.85698808,-0.85698808234
-923,791,-1.1669,-1.16687737,-1.166877370417
-595,-707,0.8416,0.84158416,0.841584158416
-707,-595,1.1882,1.18823529,1.188235294118
-152,548,-0.2774,-0.27737226,-0.277372262774
548,-152,-3.6053,-3.60526316,-3.605263157895
876,-704,-1.2443,-1.24431818,-1.244318181818
-704,876,-0.8037,-0.80365297,-0.803652968037
-672,-980,0.6857,0.68571429,0.685714285714
-980,-672,1.4583,1.45833333,1.458333333333
-144,-458,0.3144,0.31441048,0.314410480349
-458,-144,3.1806,3.18055556,3.180555555556
-663,-121,5.4793,5.47933884,5.479338842975
-121,-663,0.1825,0.18250377,0.182503770739
-881,670,-1.3149,-1.31492537,-1.314925373134
670,-881,-0.7605,-0.76049943,-0.760499432463
361,-212,-1.7028,-1.70283019,-1.702830188679
-212,361,-0.5873,-0.58725762,-0.587257617729
-382,511,-0.7476,-0.74755382,-0.747553816047
511,-382,-1.3377,-1.33769634,-1.337696335079
-917,-793,1.1564,1.15636822,1.156368221942
-793,-917,0.8648,0.86477644,0.864776444929
-706,-250,2.824,2.824,2.824
-250,-706,0.3541,0.35410765,0.354107648725
-115,-724,0.1588,0.15883978,0.158839779006
-724,-115,6.2957,6.29565217,6.295652173913
49,-573,-0.0855,-0.08551483,-0.085514834206
-573,49,-11.6939,-11.69387755,-11.69387755102
-99,-986,0.1004,0.10040568,0.100405679513
-986,-99,9.9596,9.95959596,9.959595959596
73,-642,-0.1137,-0.11370717,-0.113707165109
-642,73,-8.7945,-8.79452055,-8.794520547945
92,-490,-0.1878,-0.1877551,-0.187755102041
-490,92,-5.3261,-5.32608696,-5.326086956522
-30,-147,0.2041,0.20408163,0.204081632653
-147,-30,4.9,4.9,4.9
-98,530,-0.1849,-0.18490566,-0.184905660377
530,-98,-5.4082,-5.40816327,-5.408163265306
22,-749,-0.0294,-0.0293725,-0.029372496662
-749,22,-34.0455,-34.04545455,-34.045454545455
-21,274,-0.0766,-0.07664234,-0.076642335766
274,-21,-13.0476,-13.04761905,-13.047619047619
55,-760,-0.0724,-0.07236842,-0.072368421053
-760,55,-13.8182,-13.81818182,-13.818181818182
-94,105,-0.8952,-0.8952381,-0.895238095238
105,-94,-1.117,-1.11702128,-1.117021276596
39,-864,-0.0451,-0.04513889,-0.045138888889
-864,39,-22.1538,-22.15384615,-22.153846153846
-94,-513,0.1832,0.18323587,0.183235867446
-513,-94,5.4574,5.45744681,5.457446808511
-58,861,-0.0674,-0.06736353,-0.067363530778
861,-58,-14.8448,-14.84482759,-14.844827586207
-71,859,-0.0827,-0.08265425,-0.082654249127
859,-71,-12.0986,-12.09859155,-12.098591549296
16,-282,-0.0567,-0.05673759,-0.056737588652
-282,16,-17.625,-17.625,-17.625
-88,-508,0.1732,0.17322835,0.173228346457
-508,-88,5.7727,5.77272727,5.772727272727
-5,341,-0.0147,-0.01466276,-0.014662756598
341,-5,-68.2,-68.2,-68.2
-36,651,-0.0553,-0.05529954,-0.055299539171
651,-36,-18.0833,-18.08333333,-18.083333333333
-6,-742,0.0081,0.00808625,0.008086253369
-742,-6,123.6667,123.66666667,123.666666666667
-76,-141,0.539,0.53900709,0.539007092199
-141,-76,1.8553,1.85526316,1.855263157895
47,-714,-0.0658,-0.06582633,-0.065826330532
-714,47,-15.1915,-15.19148936,-15.191489361702
-50,-546,0.0916,0.09157509,0.091575091575
-546,-50,10.92,10.92,10.92
-33,648,-0.0509,-0.05092593,-0.050925925926
648,-33,-19.6364,-19.63636364,-19.636363636364
-72,-925,0.0778,0.07783784,0.077837837838
-925,-72,12.8472,12.84722222,12.847222222222
-11,359,-0.0306,-0.03064067,-0.030640668524
359,-11,-32.6364,-32.63636364,-32.636363636364
79,-651,-0.1214,-0.12135177,-0.121351766513
-651,79,-8.2405,-8.24050633,-8.240506329114
28,-651,-0.043,-0.04301075,-0.043010752688
-651,28,-23.25,-23.25,-23.25
-86,-720,0.1194,0.11944444,0.119444444444
-720,-86,8.3721,8.37209302,8.372093023256
97,-549,-0.1767,-0.17668488,-0.176684881603
-549,97,-5.6598,-5.65979381,-5.659793814433
-79,-875,0.0903,0.09028571,0.090285714286
-875,-79,11.0759,11.07594937,11.075949367089
-73,-629,0.1161,0.11605723,0.116057233704
-629,-73,8.6164,8.61643836,8.616438356164
-41,-441,0.093,0.09297052,0.092970521542
-441,-41,10.7561,10.75609756,10.756097560976
-85,632,-0.1345,-0.13449367,-0.134493670886
632,-85,-7.4353,-7.43529412,-7.435294117647
-92,516,-0.1783,-0.17829457,-0.178294573643
516,-92,-5.6087,-5.60869565,-5.608695652174
-79,159,-0.4969,-0.49685535,-0.496855345912
159,-79,-2.0127,-2.01265823,-2.012658227848
17,-424,-0.0401,-0.04009434,-0.040094339623
-424,17,-24.9412,-24.94117647,-24.941176470588
-17,143,-0.1189,-0.11888112,-0.118881118881
143,-17,-8.4118,-8.41176471,-8.411764705882
-96,323,-0.2972,-0.29721362,-0.297213622291
323,-96,-3.3646,-3.36458333,-3.364583333333
-78,260,-0.3,-0.3,-0.3
260,-78,-3.3333,-3.33333333,-3.333333333333
13,-217,-0.0599,-0.05990783,-0.059907834101
-217,13,-16.6923,-16.69230769,-16.692307692308
-53,767,-0.0691,-0.06910039,-0.069100391134
767,-53,-14.4717,-14.47169811,-14.471698113208
-33,-418,0.0789,0.07894737,0.078947368421
-418,-33,12.6667,12.66666667,12.666666666667
-71,847,-0.0838,-0.08382527,-0.083825265643
847,-71,-11.9296,-11.92957746,-11.929577464789
-70,-661,0.1059,0.10590015,0.105900151286
-661,-70,9.4429,9.44285714,9.442857142857
15,-988,-0.0152,-0.01518219,-0.015182186235
-988,15,-65.8667,-65.86666667,-65.866666666667
16,-668,-0.024,-0.0239521,-0.023952095808
-668,16,-41.75,-41.75,-41.75
-37,-639,0.0579,0.05790297,0.057902973396
-639,-37,17.2703,17.27027027,17.27027027027
-6,-987,0.0061,0.00607903,0.006079027356
-987,-6,164.5,164.5,164.5
-91,472,-0.1928,-0.19279661,-0.192796610169
472,-91,-5.1868,-5.18681319,-5.186813186813
72,-101,-0.7129,-0.71287129,-0.712871287129
-101,72,-1.4028,-1.40277778,-1.402777777778
37,-700,-0.0529,-0.05285714,-0.052857142857
-700,37,-18.9189,-18.91891892,-18.918918918919
-44,-357,0.1232,0.1232493,0.12324929972
-357,-44,8.1136,8.11363636,8.113636363636
83,-572,-0.1451,-0.1451049,-0.145104895105
-572,83,-6.8916,-6.89156627,-6.89156626506
-65,569,-0.1142,-0.1142355,-0.114235500879
569,-65,-8.7538,-8.75384615,-8.753846153846
-22,944,-0.0233,-0.02330508,-0.023305084746
944,-22,-42.9091,-42.90909091,-42.909090909091
7154,8093,0.884,0.8839738,0.883973804522
8093,7154,1.1313,1.13125524,1.131255241823
8642,3140,2.7522,2.7522293,2.752229299363
3140,8642,0.3633,0.36334182,0.363341819023
6677,8880,0.7519,0.75191441,0.751914414414
8880,6677,1.3299,1.3299386,1.329938595177
2789,6489,0.4298,0.42980428,0.429804284173
6489,2789,2.3266,2.32664037,2.326640372894
7453,5384,1.3843,1.38428678,1.384286775632
5384,7453,0.7224,0.72239367,0.72239366698
3000,4805,0.6243,0.62434964,0.624349635796
4805,3000,1.6017,1.60166667,1.601666666667
3931,2060,1.9083,1.90825243,1.908252427184
2060,3931,0.524,0.52403968,0.524039684559
3720,8829,0.4213,0.42133877,0.421338769963
8829,3720,2.3734,2.3733871,2.373387096774
8425,4538,1.8565,1.85654473,1.856544733363
4538,8425,0.5386,0.53863501,0.538635014837
4378,7191,0.6088,0.60881658,0.608816576276
7191,4378,1.6425,1.64253084,1.642530835998
2861,6460,0.4429,0.44287926,0.442879256966
6460,2861,2.258,2.25795177,2.257951765117
3780,2238,1.689,1.68900804,1.689008042895
2238,3780,0.5921,0.59206349,0.592063492063
2085,8264,0.2523,0.25229913,0.252299128751
8264,2085,3.9635,3.96354916,3.963549160671
6241,6467,0.9651,0.96505335,0.965053347766
6467,6241,1.0362,1.03621215,1.03621214549
5803,8077,0.7185,0.71845982,0.718459824192
8077,5803,1.3919,1.39186628,1.391866276064
3256,4107,0.7928,0.79279279,0.792792792793
4107,3256,1.2614,1.26136364,1.261363636364
4664,4800,0.9717,0.97166667,0.971666666667
4800,4664,1.0292,1.02915952,1.029159519726
7901,6035,1.3092,1.30919635,1.309196354598
6035,7901,0.7638,0.76382736,0.763827363625
9320,7683,1.2131,1.21306781,1.213067812053
7683,9320,0.8244,0.82435622,0.824356223176
6861,9074,0.7561,0.75611638,0.75611637646
9074,6861,1.3225,1.32254773,1.322547733567
2544,8922,0.2851,0.28513786,0.285137861466
8922,2544,3.5071,3.50707547,3.507075471698
7848,8435,0.9304,0.93040901,0.930409010077
8435,7848,1.0748,1.07479613,1.074796126402
5834,5033,1.1591,1.15914961,1.159149612557
5033,5834,0.8627,0.86270141,0.862701405554
5970,2408,2.4792,2.47923588,2.479235880399
2408,5970,0.4034,0.40335008,0.403350083752
2947,3004,0.981,0.9810253,0.981025299601
3004,2947,1.0193,1.0193417,1.019341703427
1308,6195,0.2111,0.21113801,0.211138014528
6195,1308,4.7362,4.73623853,4.73623853211
7168,5523,1.2978,1.29784537,1.297845373891
5523,7168,0.7705,0.77050781,0.7705078125
3913,9780,0.4001,0.40010225,0.400102249489
9780,3913,2.4994,2.4993611,2.499361104012
3815,6964,0.5478,0.54781735,0.547817346353
6964,3815,1.8254,1.82542595,1.825425950197
4527,3453,1.311,1.31103388,1.311033883579
3453,4527,0.7628,0.76275679,0.762756792578
3451,9697,0.3559,0.35588326,0.355883262865
9697,3451,2.8099,2.80991017,2.809910170965
7397,8817,0.8389,0.83894749,0.838947487808
8817,7397,1.192,1.19196972,1.191969717453
4691,9628,0.4872,0.48722476,0.487224761113
9628,4691,2.0524,2.05244084,2.05244084417
9254,8993,1.029,1.02902257,1.029022573112
8993,9254,0.9718,0.97179598,0.971795980117
8041,1742,4.616,4.61595867,4.615958668197
1742,8041,0.2166,0.21663972,0.216639721428
8698,8073,1.0774,1.07741856,1.077418555679
8073,8698,0.9281,0.9281444,0.928144401012
2581,3693,0.6989,0.69888979,0.698889791497
3693,2581,1.4308,1.43084076,1.430840759396
3998,2576,1.552,1.55201863,1.55201863354
2576,3998,0.6443,0.64432216,0.644322161081
7163,7099,1.009,1.00901535,1.009015354275
7099,7163,0.9911,0.9910652,0.991065196147
9751,6638,1.469,1.46896656,1.468966556192
6638,9751,0.6808,0.68075069,0.680750692237
7854,9637,0.815,0.81498392,0.814983916156
9637,7854,1.227,1.22701808,1.227018079959
1319,8851,0.149,0.14902271,0.149022709298
8851,1319,6.7104,6.71038666,6.710386656558
9928,8113,1.2237,1.22371503,1.223715025268
8113,9928,0.8172,0.81718372,0.817183722804
3394,6131,0.5536,0.55358017,0.553580166368
6131,3394,1.8064,1.8064231,1.806423099588
6181,1478,4.182,4.18200271,4.18200270636
1478,6181,0.2391,0.23911988,0.239119883514
4847,5131,0.9447,0.94465017,0.94465016566
5131,4847,1.0586,1.05859294,1.058592944089
6523,6945,0.9392,0.93923686,0.939236861051
6945,6523,1.0647,1.06469416,1.064694159129
7799,4184,1.864,1.86400574,1.864005736138
4184,7799,0.5365,0.53647904,0.536479035774
1672,3944,0.4239,0.42393509,0.423935091278
3944,1672,2.3589,2.35885167,2.358851674641
6775,8929,0.7588,0.75876358,0.758763579348
8929,6775,1.3179,1.31793358,1.317933579336
1641,3571,0.4595,0.45953514,0.459535144217
3571,1641,2.1761,2.17611213,2.176112126752
5932,4914,1.2072,1.20716321,1.207163207163
4914,5932,0.8284,0.8283884,0.828388401888
8280,4055,2.0419,2.04192355,2.041923551171
4055,8280,0.4897,0.4897343,0.489734299517
4534,6446,0.7034,0.70338194,0.70338194229
6446,4534,1.4217,1.42170269,1.421702690781
3114,2876,1.0828,1.08275382,1.082753824757
2876,3114,0.9236,0.92357097,0.923570969814
1334,3884,0.3435,0.34346035,0.343460350154
3884,1334,2.9115,2.91154423,2.911544227886
9090,5986,1.5185,1.51854327,1.518543267624
5986,9090,0.6585,0.65852585,0.658525852585
5585,4127,1.3533,1.35328326,1.353283256603
4127,5585,0.7389,0.7389436,0.738943598926
6898,5256,1.3124,1.31240487,1.312404870624
5256,6898,0.762,0.76195999,0.761959988402
9435,5590,1.6878,1.68783542,1.687835420394
5590,9435,0.5925,0.59247483,0.592474827769
4671,6273,0.7446,0.7446198,0.744619799139
6273,4671,1.343,1.34296724,1.342967244701
5641,5363,1.0518,1.05183666,1.051836658587
5363,5641,0.9507,0.95071796,0.950717957809
4630,1047,4.4222,4.42215855,4.422158548233
1047,4630,0.2261,0.22613391,0.226133909287
2875,2191,1.3122,1.31218622,1.31218621634
2191,2875,0.7621,0.76208696,0.762086956522
2790,2770,1.0072,1.00722022,1.007220216606
2770,2790,0.9928,0.99283154,0.992831541219
8001,4382,1.8259,1.82587859,1.825878594249
4382,8001,0.5477,0.54768154,0.547681539808
9130,9322,0.9794,0.97940356,0.979403561467
9322,9130,1.021,1.02102957,1.021029572837
6172,5012,1.2314,1.23144453,1.231444533121
5012,6172,0.8121,0.81205444,0.812054439404
9235,2863,3.2256,3.22563744,3.225637443241
2863,9235,0.31,0.31001624,0.310016242555
5307,5360,0.9901,0.99011194,0.990111940299
5360,5307,1.01,1.00998681,1.009986809874
377,6891,0.0547,0.05470904,0.054709040778
6891,377,18.2785,18.27851459,18.278514588859
675,3143,0.2148,0.21476297,0.21476296532
3143,675,4.6563,4.6562963,4.656296296296
814,4168,0.1953,0.1952975,0.195297504798
4168,814,5.1204,5.12039312,5.120393120393
875,5732,0.1527,0.15265178,0.152651779484
5732,875,6.5509,6.55085714,6.550857142857
156,9667,0.0161,0.01613737,0.016137374573
9667,156,61.9679,61.96794872,61.967948717949
873,5444,0.1604,0.16036003,0.16036002939
5444,873,6.236,6.23596793,6.23596792669
248,2860,0.0867,0.08671329,0.086713286713
2860,248,11.5323,11.53225806,11.532258064516
8,8378,0.001,0.00095488,0.000954881833
8378,8,1047.25,1047.25,1047.25
259,5863,0.0442,0.04417534,0.044175336858
5863,259,22.6371,22.63706564,22.637065637066
366,2185,0.1675,0.16750572,0.167505720824
2185,366,5.9699,5.96994536,5.969945355191
544,1003,0.5424,0.54237288,0.542372881356
1003,544,1.8438,1.84375,1.84375
367,5292,0.0693,0.06934996,0.069349962207
5292,367,14.4196,14.41961853,14.41961852861
656,9934,0.066,0.06603584,0.066035836521
9934,656,15.1433,15.14329268,15.143292682927
345,2821,0.1223,0.12229706,0.122297057781
2821,345,8.1768,8.17681159,8.176811594203
377,6509,0.0579,0.0579198,0.057919803349
6509,377,17.2653,17.26525199,17.26525198939
860,3417,0.2517,0.25168276,0.251682762657
3417,860,3.9733,3.97325581,3.973255813953
17,9299,0.0018,0.00182815,0.001828153565
9299,17,547.0,547.0,547.0
609,8711,0.0699,0.06991161,0.069911606015
8711,609,14.3038,14.30377668,14.303776683087
520,4918,0.1057,0.10573404,0.105734038227
4918,520,9.4577,9.45769231,9.457692307692
833,5134,0.1623,0.16225166,0.162251655629
5134,833,6.1633,6.16326531,6.163265306122
275,5682,0.0484,0.04839845,0.04839845125
5682,275,20.6618,20.66181818,20.661818181818
857,5352,0.1601,0.16012706,0.160127055306
5352,857,6.245,6.24504084,6.24504084014
951,1359,0.6998,0.69977925,0.699779249448
1359,951,1.429,1.42902208,1.429022082019
448,1996,0.2244,0.2244489,0.224448897796
1996,448,4.4554,4.45535714,4.455357142857
285,3245,0.0878,0.08782743,0.08782742681
3245,285,11.386,11.38596491,11.385964912281
781,5081,0.1537,0.1537099,0.153709899626
5081,781,6.5058,6.50576184,6.50576184379
486,7926,0.0613,0.06131718,0.061317183952
7926,486,16.3086,16.30864198,16.308641975309
534,1375,0.3884,0.38836364,0.388363636364
1375,534,2.5749,2.57490637,2.574906367041
229,1061,0.2158,0.21583412,0.215834118756
1061,229,4.6332,4.63318777,4.633187772926
314,3013,0.1042,0.10421507,0.104215068038
3013,314,9.5955,9.5955414,9.595541401274
820,8580,0.0956,0.0955711,0.095571095571
8580,820,10.4634,10.46341463,10.463414634146
604,5133,0.1177,0.11766998,0.11766997857
5133,604,8.4983,8.49834437,8.498344370861
351,5260,0.0667,0.06673004,0.066730038023
5260,351,14.9858,14.98575499,14.985754985755
453,7014,0.0646,0.06458512,0.064585115483
7014,453,15.4834,15.48344371,15.483443708609
693,5697,0.1216,0.12164297,0.121642969984
5697,693,8.2208,8.22077922,8.220779220779
628,8852,0.0709,0.07094442,0.07094441934
8852,628,14.0955,14.0955414,14.095541401274
215,2391,0.0899,0.08992054,0.089920535341
2391,215,11.1209,11.12093023,11.120930232558
788,7766,0.1015,0.10146794,0.101467937162
7766,788,9.8553,9.85532995,9.855329949239
682,8189,0.0833,0.08328245,0.08328245207
8189,682,12.0073,12.00733138,12.007331378299
332,2052,0.1618,0.16179337,0.16179337232
2052,332,6.1807,6.18072289,6.180722891566
485,6823,0.0711,0.0710831,0.071083101275
6823,485,14.068,14.06804124,14.068041237113
416,3004,0.1385,0.13848202,0.138482023968
3004,416,7.2212,7.22115385,7.221153846154
31,3989,0.0078,0.00777137,0.007771371271
3989,31,128.6774,128.67741935,128.677419354839
554,7906,0.0701,0.07007336,0.070073362004
7906,554,14.2708,14.27075812,14.270758122744
102,6486,0.0157,0.01572618,0.015726179463
6486,102,63.5882,63.58823529,63.588235294118
556,8250,0.0674,0.06739394,0.067393939394
8250,556,14.8381,14.8381295,14.838129496403
123,9707,0.0127,0.01267127,0.012671268157
9707,123,78.9187,78.91869919,78.918699186992
102,3330,0.0306,0.03063063,0.030630630631
3330,102,32.6471,32.64705882,32.647058823529
145,4913,0.0295,0.02951354,0.029513535518
4913,145,33.8828,33.88275862,33.88275862069
56,6752,0.0083,0.00829384,0.008293838863
6752,56,120.5714,120.57142857,120.571428571429
184,5425,0.0339,0.03391705,0.033917050691
5425,184,29.4837,29.48369565,29.483695652174
473,5081,0.0931,0.09309191,0.093091911041
5081,473,10.7421,10.74207188,10.742071881607
787,4495,0.1751,0.17508343,0.175083426029
4495,787,5.7116,5.7115629,5.711562897078
377,1228,0.307,0.30700326,0.307003257329
1228,377,3.2573,3.25729443,3.257294429708
285,2015,0.1414,0.14143921,0.141439205955
2015,285,7.0702,7.07017544,7.070175438596
-7154,-8093,0.884,0.8839738,0.883973804522
-8093,-7154,1.1313,1.13125524,1.131255241823
-8642,3140,-2.7522,-2.7522293,-2.752229299363
3140,-8642,-0.3633,-0.36334182,-0.363341819023
-6677,-8880,0.7519,0.75191441,0.751914414414
-8880,-6677,1.3299,1.3299386,1.329938595177
2789,-6489,-0.4298,-0.42980428,-0.429804284173
-6489,2789,-2.3266,-2.32664037,-2.326640372894
-7453,5384,-1.3843,-1.38428678,-1.384286775632
5384,-7453,-0.7224,-0.72239367,-0.72239366698
-3000,-4805,0.6243,0.62434964,0.624349635796
-4805,-3000,1.6017,1.60166667,1.601666666667
-3931,-2060,1.9083,1.90825243,1.908252427184
-2060,-3931,0.524,0.52403968,0.524039684559
3720,-8829,-0.4213,-0.42133877,-0.421338769963
-8829,3720,-2.3734,-2.3733871,-2.373387096774
8425,-4538,-1.8565,-1.85654473,-1.856544733363
-4538,8425,-0.5386,-0.53863501,-0.538635014837
-4378,7191,-0.6088,-0.60881658,-0.608816576276
7191,-4378,-1.6425,-1.64253084,-1.642530835998
-2861,-6460,0.4429,0.44287926,0.442879256966
-6460,-2861,2.258,2.25795177,2.257951765117
-3780,2238,-1.689,-1.68900804,-1.689008042895
2238,-3780,-0.5921,-0.59206349,-0.592063492063
-2085,8264,-0.2523,-0.25229913,-0.252299128751
8264,-2085,-3.9635,-3.96354916,-3.963549160671
-6241,-6467,0.9651,0.96505335,0.965053347766
-6467,-6241,1.0362,1.03621215,1.03621214549
5803,-8077,-0.7185,-0.71845982,-0.718459824192
-8077,5803,-1.3919,-1.39186628,-1.391866276064
3256,-4107,-0.7928,-0.79279279,-0.792792792793
-4107,3256,-1.2614,-1.26136364,-1.261363636364
4664,-4800,-0.9717,-0.97166667,-0.971666666667
-4800,4664,-1.0292,-1.02915952,-1.029159519726
7901,-6035,-1.3092,-1.30919635,-1.309196354598
-6035,7901,-0.7638,-0.76382736,-0.763827363625
-9320,-7683,1.2131,1.21306781,1.213067812053
-7683,-9320,0.8244,0.82435622,0.824356223176
-6861,-9074,0.7561,0.75611638,0.75611637646
-9074,-6861,1.3225,1.32254773,1.322547733567
2544,-8922,-0.2851,-0.28513786,-0.285137861466
-8922,2544,-3.5071,-3.50707547,-3.507075471698
7848,-8435,-0.9304,-0.93040901,-0.930409010077
-8435,7848,-1.0748,-1.07479613,-1.074796126402
-5834,-5033,1.1591,1.15914961,1.159149612557
-5033,-5834,0.8627,0.86270141,0.862701405554
-5970,-2408,2.4792,2.47923588,2.479235880399
-2408,-5970,0.4034,0.40335008,0.403350083752
-2947,-3004,0.981,0.9810253,0.981025299601
-3004,-2947,1.0193,1.0193417,1.019341703427
-1308,6195,-0.2111,-0.21113801,-0.211138014528
6195,-1308,-4.7362,-4.73623853,-4.73623853211
-7168,-5523,1.2978,1.29784537,1.297845373891
-5523,-7168,0.7705,0.77050781,0.7705078125
-3913,9780,-0.4001,-0.40010225,-0.400102249489
9780,-3913,-2.4994,-2.4993611,-2.499361104012
-3815,-6964,0.5478,0.54781735,0.547817346353
-6964,-3815,1.8254,1.82542595,1.825425950197
-4527,-3453,1.311,1.31103388,1.311033883579
-3453,-4527,0.7628,0.76275679,0.762756792578
3451,-9697,-0.3559,-0.35588326,-0.355883262865
-9697,3451,-2.8099,-2.80991017,-2.809910170965
7397,-8817,-0.8389,-0.83894749,-0.838947487808
-8817,7397,-1.192,-1.19196972,-1.191969717453
4691,-9628,-0.4872,-0.48722476,-0.487224761113
-9628,4691,-2.0524,-2.05244084,-2.05244084417
-9254,-8993,1.029,1.02902257,1.029022573112
-8993,-9254,0.9718,0.97179598,0.971795980117
-8041,1742,-4.616,-4.61595867,-4.615958668197
1742,-8041,-0.2166,-0.21663972,-0.216639721428
-8698,8073,-1.0774,-1.07741856,-1.077418555679
8073,-8698,-0.9281,-0.9281444,-0.928144401012
-2581,3693,-0.6989,-0.69888979,-0.698889791497
3693,-2581,-1.4308,-1.43084076,-1.430840759396
3998,-2576,-1.552,-1.55201863,-1.55201863354
-2576,3998,-0.6443,-0.64432216,-0.644322161081
7163,-7099,-1.009,-1.00901535,-1.009015354275
-7099,7163,-0.9911,-0.9910652,-0.991065196147
9751,-6638,-1.469,-1.46896656,-1.468966556192
-6638,9751,-0.6808,-0.68075069,-0.680750692237
-7854,9637,-0.815,-0.81498392,-0.814983916156
9637,-7854,-1.227,-1.22701808,-1.227018079959
1319,-8851,-0.149,-0.14902271,-0.149022709298
-8851,1319,-6.7104,-6.71038666,-6.710386656558
-9928,8113,-1.2237,-1.22371503,-1.223715025268
8113,-9928,-0.8172,-0.81718372,-0.817183722804
-3394,6131,-0.5536,-0.55358017,-0.553580166368
6131,-3394,-1.8064,-1.8064231,-1.806423099588
-6181,-1478,4.182,4.18200271,4.18200270636
-1478,-6181,0.2391,0.23911988,0.239119883514
-4847,5131,-0.9447,-0.94465017,-0.94465016566
5131,-4847,-1.0586,-1.05859294,-1.058592944089
6523,-6945,-0.9392,-0.93923686,-0.939236861051
-6945,6523,-1.0647,-1.06469416,-1.064694159129
-7799,4184,-1.864,-1.86400574,-1.864005736138
4184,-7799,-0.5365,-0.53647904,-0.536479035774
1672,-3944,-0.4239,-0.42393509,-0.423935091278
-3944,1672,-2.3589,-2.35885167,-2.358851674641
-6775,-8929,0.7588,0.75876358,0.758763579348
-8929,-6775,1.3179,1.31793358,1.317933579336
-1641,-3571,0.4595,0.45953514,0.459535144217
-3571,-1641,2.1761,2.17611213,2.176112126752
-5932,-4914,1.2072,1.20716321,1.207163207163
-4914,-5932,0.8284,0.8283884,0.828388401888
-8280,4055,-2.0419,-2.04192355,-2.041923551171
